qd1,qd2,phrase1,phrase2,label
571,572,i run in the dust i can not see run in the suck dust where the buggi vanish tilt on two wheel,i strike the stick hit into the ground bounc strike into the dust and then into the air again and the dust suck on down the road faster than if a car wa in it,faulkner
573,574,and then i can cri look at the stick,it is broken down to my hand not longer than stove wood that wa a long stick,faulkner
575,576,i throw it away and i can cri,it doe not make so much nois now,faulkner
577,578,the cow is stand in the barn door chew,when she see me come into the lot she low her mouth full of flop green her tongu flop,faulkner
579,580,i aint agoin to milk you,i aint agoin to do noth for them,faulkner
581,582,i hear her turn when i pass,when i turn she is just behind me with her sweet hot hard breath,faulkner
583,584,did nt i tell you i would nt,she nudg me snuf,faulkner
585,586,she moan deep insid her mouth close,i jerk my hand curs her like jewel doe,faulkner
587,588,git now,i stoop my hand to the ground and run at her,faulkner
589,590,she jump back and whirl away and stop watch me,she moan,faulkner
591,592,she goe on,to the path and stand there look up the path,faulkner
593,594,it is dark in the barn warm smell silent,i can cri quietli watch the top of the hill,faulkner
595,596,cash come to the hill limp where he fell off of the church,he look down at the spring then up the road and back toward the barn,faulkner
597,598,he come down the path stiffli and look at the broken hitchrein and at the dust in the road and then up the road where the dust is gone,i hope they ve got clean past tull s by now,faulkner
599,600,i so hope hit,cash turn and limp up the path,faulkner
601,602,durn him,i show him,faulkner
603,604,durn him,i am not cri now,faulkner
605,606,i am not anyth,dewey dell come to the hill and call me,faulkner
607,608,vardaman,i am not anyth,faulkner
609,610,i am quiet,you vardaman,faulkner
611,612,i can cri quiet now feel and hear my tear,then hit want,faulkner
613,614,hit had nt happen then,hit wa alayin right there on the ground,faulkner
615,616,and now she s gittin readi to cook hit,it is dark,faulkner
617,618,i can hear wood silenc i know them,but not live sound not even him,faulkner
619,620,it is as though the dark were resolv him out of hi integr into an unrel scatter of compon snuf and stamp smell of cool flesh and ammoniac hair an illus of a coordin whole of splotch hide and strong bone within which detach and secret and familiar an is differ from my is,i see him dissolv leg a roll eye a gaudi splotch like cold flame and float upon the dark in fade solut all one yet neither all either yet none,faulkner
621,622,i can see hear coil toward him caress shape hi hard shape fetlock hip shoulder and head smell and sound,i am not afraid,faulkner
623,624,cook and et,he could do everyth for me,faulkner
625,626,it s like everyth in the world for me is insid a tub full of gut so that you wonder how there can be ani room in it for anyth els veri import,he is a big tub of gut and i am a littl tub of gut and if there is not ani room for anyth els import in a big tub of gut how can it be room in a littl tub of gut,faulkner
627,628,but i know it is there becaus god gave women a sign when someth ha happen bad,it s becaus i am alon,faulkner
629,630,if i could just feel it it would be differ becaus i would not be alon,but if i were not alon everybodi would know it,faulkner
631,632,and he could do so much for me and then i would not be alon,then i could be all right alon,faulkner
633,634,i would let him come in between me and lafe like darl came in between me and lafe and so lafe is alon too,he is lafe and i am dewey dell and when mother die i had to go beyond and outsid of me and lafe and darl to griev becaus he could do so much for me and he dont know it,faulkner
635,636,he dont even know it,from the back porch i can not see the barn,faulkner
637,638,then the sound of cash s saw come in from that way,it is like a dog outsid the hous go back and forth around the hous to whatev door you come to wait to come in,faulkner
639,640,he said i worri more than you do and i said you dont know what worri is so i cant worri,i tri to but i cant think long enough to worri,faulkner
641,642,i light the kitchen lamp,the fish cut into jag piec bleed quietli in the pan,faulkner
643,644,i put it into the cupboard quick listen into the hall hear,it took her ten day to die mayb she dont know it is yet,faulkner
645,646,mayb she wont go until cash,or mayb until jewel,faulkner
647,648,i take the dish of green from the cupboard and the bread pan from the cold stove and i stop watch the door,where s vardaman,faulkner
649,650,cash say,in the lamp hi sawdust arm look like sand,faulkner
651,652,i dont know,i aint seen him,faulkner
653,654,peabodi s team run away,see if you can find vardaman,faulkner
655,656,the hors will let him catch him,well,faulkner
657,658,tell them to come to supper,i can not see the barn,faulkner
659,660,i said i dont know how to worri,i dont know how to cri,faulkner
661,662,i tri but i cant,after a while the sound of the saw come around come dark along the ground in the dustdark,faulkner
663,664,then i can see him go up and down abov the plank,you come in to supper i say,faulkner
665,666,tell him,he could do everyth for me,faulkner
667,668,and he dont know it,he is hi gut and i am my gut,faulkner
669,670,and i am lafe s gut,that s it,faulkner
671,672,i dont see whi he did nt stay in town,we are countri peopl not as good as town peopl,faulkner
673,674,i dont see whi he did nt,then i can see the top of the barn,faulkner
675,676,the cow stand at the foot of the path low,when i turn back cash is gone,faulkner
677,678,i carri the buttermilk in,pa and cash and he are at the tabl,faulkner
679,680,where s that big fish bud caught sister,he say,faulkner
681,682,i set the milk on the tabl,i never had no time to cook it,faulkner
683,684,plain turnip green is mighti spindl eat for a man my size he say,cash is eat,faulkner
685,686,about hi head the print of hi hat is sweat into hi hair,hi shirt is blotch with sweat,faulkner
687,688,he ha not wash hi hand and arm,you ought to took time pa say,faulkner
