qd1,qd2,phrase1,phrase2,label
307,308,and here he would burst into tear and though he didn t sob with the alarm abandon of those first month after my mother s death the emot flow wa still consider,i didn t know how sick she wa he told me,roth
309,310,if i had had ani idea nobodi knew i assur him,there s noth anybodi could have done oh bessi he cri bessi bessi i didn t know i didn t realiz,roth
311,312,later the two of us would go to dinner togeth and after he d drunk a vodka gibson with hi shrimp cocktail i would suggest to him that it would be no crime if he went on a cruis in the fall with cora b or if he decid next winter to share the apart of blanch k and he in turn would recount for me exemplari stori illustr my mother s modesti humil loyalti braveri effici depend and then we would walk back to the apart where bill wa watch televis in hi undershort and my father would start give it to him for sit all night by himself,so have arriv at hi apart from my mother s grave i d gone into the toilet where while eye my grandfath s shave mug i d rehears my line for the fiftieth time then i d come back out into the live room and look at him slump down in a corner of the sofa wait for the verdict,roth
313,314,lil wait in the other corner of the sofa,and from then on lil wa so silent she might as well not have been there,roth
315,316,you have a seriou problem i began but it can be dealt with,you have a tumor in your head,roth
317,318,dr,meyerson say that given the locat the chanc are ninetyf percent that it s benign i had intend like meyerson to be candid and describ it as larg but i couldn t,roth
319,320,that there wa a tumor seem enough for him to take in,not that he had regist ani shock as sat there emotionless wait for me to go on,roth
321,322,it s press on the facial nerv and that s what s caus the paralysis meyerson had told me that it wa wrap around the facial nerv but i couldn t say that either,my evas remind me of hi on the night my mother had die,roth
323,324,at midnight london time he had told me that my mother had had a seriou heart attack and that i d better make arrang to fli home becaus they didn t know if she wa go to surviv,it doesn t look good phil he said but an hour later when i phone back to tell him my flight plan for the next morn he began to cri and reveal that she had actual die in the restaur where they had had dinner a few hour earlier,roth
325,326,it s not bell s palsi he said,no,roth
327,328,it s a tumor,but it s not malign and it s oper,roth
329,330,he can oper if we want him to,dr,roth
331,332,meyerson want to speak to you about an oper,i think it s a good idea to go back and talk to him now that we know what s up,roth
333,334,i think that all of us should sit down togeth in hi offic and see if an oper is feasibl,i see he said and then he fell silent and then he wa lost alon and lost and i wouldn t have been surpris if right then he had die,roth
335,336,hi eye were look out to nowher onto noth like someon who had just been fatal shot,he wa gone like that for about a minut,roth
337,338,then have absorb the blow he wa back in the midst of the struggl estim the scale of hi loss,the oper as i understand it will prevent anyth further from happening unless the oper were itself to make someth further happen but i didn t go into that,roth
